image_name,tags
file_1022,clear primary agriculture road cultivation
file_1023,clear primary
file_1024,clear primary
file_1025,partly_cloudy primary water
file_1026,clear primary agriculture road habitation
file_1027,clear primary water
file_1028,clear primary agriculture road water
file_1029,haze primary agriculture cultivation
file_1030,partly_cloudy primary
file_1031,clear primary
file_1032,partly_cloudy primary agriculture road habitation
file_1033,partly_cloudy primary water
file_1034,clear primary agriculture road water habitation bare_ground
file_1035,clear primary agriculture cultivation
file_1036,clear primary agriculture road water cultivation selective_logging
file_1037,clear primary agriculture road cultivation habitation
file_1038,partly_cloudy primary agriculture road cultivation habitation
file_1039,clear primary
file_1040,clear primary agriculture road
file_1041,partly_cloudy primary agriculture road cultivation
file_1042,clear primary agriculture road water habitation
file_1043,clear haze water
file_1044,clear primary
file_1045,clear primary
file_1046,clear primary agriculture water
file_1047,clear primary
file_1048,clear primary
file_1049,partly_cloudy primary road water
file_1050,clear primary
file_1051,clear primary agriculture road water cultivation habitation
file_1052,clear primary agriculture road
file_1053,cloudy
file_1054,clear primary
file_1055,clear primary agriculture road water
file_1056,clear primary road water
file_1057,haze cloudy primary
file_1058,clear primary agriculture
file_1059,clear primary agriculture road habitation
file_1060,cloudy
file_1061,clear primary
file_1062,clear primary agriculture road bare_ground
file_1063,clear primary agriculture road habitation
file_1064,partly_cloudy primary
file_1065,clear primary
file_1066,clear primary
file_1067,partly_cloudy primary
file_1068,clear primary water
file_1069,clear primary
file_1070,clear primary agriculture cultivation
file_1071,clear primary
file_1072,clear primary
file_1073,partly_cloudy primary agriculture
file_1074,clear primary
file_1075,partly_cloudy primary agriculture water cultivation
file_1076,clear primary agriculture
file_1077,clear partly_cloudy primary
file_1078,clear primary agriculture road habitation
file_1079,haze primary
file_1080,partly_cloudy primary agriculture road water
file_1081,clear primary agriculture water
file_1082,clear primary water
file_1083,clear primary
file_1084,clear haze primary agriculture road
file_1085,clear primary
file_1086,partly_cloudy primary agriculture
file_1087,haze primary
file_1088,clear primary
file_1089,clear primary agriculture road
file_1090,clear haze primary agriculture road water
file_1091,clear primary
file_1092,clear cloudy primary water
file_1093,clear primary
file_1094,clear primary
file_1095,clear primary agriculture road
file_1096,clear primary water
file_1097,clear primary blooming
file_1098,haze primary
file_1099,cloudy
file_1100,partly_cloudy primary
file_1101,clear primary agriculture road water habitation
file_1102,clear primary agriculture road habitation
file_1103,clear primary
file_1104,clear primary agriculture cultivation bare_ground
file_1105,clear primary
file_1106,clear primary
file_1107,clear primary
file_1108,cloudy
file_1109,clear primary
file_1110,clear primary water
file_1111,clear haze primary agriculture road cultivation
file_1112,clear primary agriculture road bare_ground
file_1113,clear primary agriculture cultivation habitation
file_1114,partly_cloudy primary agriculture cultivation
file_1115,clear primary agriculture cultivation
file_1116,cloudy
file_1117,clear primary agriculture water
file_1118,clear primary
file_1119,clear primary
file_1120,partly_cloudy primary agriculture road water
file_1121,clear primary agriculture water cultivation
file_1122,clear primary
file_1123,cloudy
file_1124,clear primary agriculture cultivation
file_1125,clear primary
file_1126,haze primary
file_1127,clear primary agriculture road cultivation habitation
file_1128,clear primary water
file_1129,partly_cloudy primary agriculture water
file_1130,clear primary
file_1131,clear primary agriculture road water habitation
file_1132,clear primary
file_1133,clear primary water artisinal_mine
file_1134,clear primary water habitation
file_1135,haze primary agriculture road water
file_1136,clear primary
file_1137,clear primary
file_1138,clear primary
file_1139,clear primary
file_1140,clear primary agriculture road habitation
file_1141,clear primary
file_1142,clear primary
file_1143,partly_cloudy primary agriculture road
file_1144,clear primary agriculture road water cultivation
file_1145,partly_cloudy primary agriculture
file_1146,clear primary
file_1147,haze cloudy primary
file_1148,clear primary
file_1149,clear primary
file_1150,clear haze primary agriculture water
file_1151,partly_cloudy primary agriculture road cultivation
file_1152,clear primary
file_1153,clear primary agriculture road habitation
file_1154,clear primary
file_1155,clear primary water
file_1156,partly_cloudy primary agriculture road water cultivation
file_1157,clear primary
file_1158,clear primary
file_1159,clear primary agriculture road
file_1160,clear primary
file_1161,clear primary agriculture cultivation
file_1162,partly_cloudy primary
file_1163,clear primary agriculture road bare_ground
file_1164,haze primary water
file_1165,clear primary
file_1166,clear primary agriculture cultivation
file_1167,clear primary agriculture road cultivation habitation
file_1168,partly_cloudy primary
file_1169,clear haze primary
file_1170,clear primary agriculture road
file_1171,clear primary
file_1172,clear primary agriculture road cultivation habitation
file_1173,clear partly_cloudy primary agriculture road water
file_1174,clear primary road water
file_1175,haze primary
file_1176,clear primary
file_1177,clear primary agriculture cultivation
file_1178,clear primary agriculture water
file_1179,clear primary
file_1180,clear primary
file_1181,clear primary agriculture water
file_1182,clear primary
file_1183,clear haze primary
file_1184,cloudy
file_1185,clear primary
file_1186,clear primary
file_1187,haze primary water
file_1188,clear primary
file_1189,clear primary
file_1190,clear primary agriculture cultivation
file_1191,clear primary agriculture cultivation
file_1192,clear primary
file_1193,clear primary agriculture road cultivation habitation
file_1194,clear primary
file_1195,partly_cloudy primary
file_1196,clear primary agriculture road water
file_1197,clear primary agriculture road habitation
file_1198,haze cloudy
file_1199,clear haze primary agriculture road cultivation habitation
file_1200,clear primary agriculture road habitation
file_1201,clear primary agriculture cultivation
file_1202,clear primary
file_1203,clear primary
file_1204,partly_cloudy primary agriculture road water cultivation
file_1205,partly_cloudy primary agriculture road water cultivation
file_1206,clear primary
file_1207,clear primary
file_1208,clear primary
file_1209,partly_cloudy primary agriculture
file_1210,clear primary
file_1211,clear primary agriculture road
file_1212,clear primary
file_1213,clear haze primary
file_1214,partly_cloudy primary agriculture cultivation
file_1215,clear primary
file_1216,clear primary
file_1217,clear partly_cloudy primary agriculture road cultivation
file_1218,clear primary water
file_1219,clear primary
file_1220,clear partly_cloudy primary agriculture road water cultivation habitation
file_1221,clear primary
file_1222,partly_cloudy primary water
file_1223,clear primary
file_1224,clear primary
file_1225,partly_cloudy primary agriculture road water
file_1226,partly_cloudy primary agriculture cultivation
file_1227,clear partly_cloudy primary
file_1228,clear primary
file_1229,clear primary
file_1230,partly_cloudy primary agriculture road water
file_1231,haze primary
file_1232,clear primary agriculture road water habitation
file_1233,clear primary
file_1234,partly_cloudy primary agriculture road
